WMB
BSMX
MXL
MPW
HRTG
MDLX
AXS
MFAC
PRGO
GAU
NOA
TR
LNN
PROS
CBD
CSCO
JELD
CVE
ENPH
VVR
FEDU
MNK
EA
TRNE
SSTK
CHAQ
AIF
AZN
LXFR
ATUS
FSM
PRI
YELP
ADT
MTDR
IO
EVV
SCD
NGL
TDC
MHH
ALEX
AEE
ESE
KMX
SAM
VRTV
CMA
IGA
GBL
PFN
SMP
AGO
IAG
CI
AIRI
TAT
MKTX
BIP
YUMC
AWX
INFO
Y
FDEU
LEN
JHX
EVH
NMFC
ENR
VEC
AJRD
WCN
STAG
NP
WTS
PING
LGL
ASA
GTES
NJV
HQL
MUA
PGP
PAGP
DOOR
SMM
RDN
TSLX
ELY
NEE
HSC
OPY
IPG
JTD
SRLP
IBIO
ETR
URI
SAVE
EL
XEL
CTAA
PHM
NHC
GEL
AZUL
MYC
UNP
GSH
QTS
HYI
UA
KFS
MRO
KYN
RLGY
AEO
PNI
HTD
RCS
SQ
HCXZ
COE
CPF
NDP
BMO
SII
MTL
NFJ
BPMP
LEO
NBH
WRN
BKK
DVD
RIG
CF
RAD
IGR
LVS
CHU
IPB
BAP
GOLF
DTE
ALL
MBT
BPT
BK
ETJ
CSLT
IMAX
NMCO
MIN
NEV
DD
CINF
BXS
CFXA
EOS
TREC
LPG
UTG
ENIA
CTL
KBH
MNRL
FENG
PSXP
KWR
CEIX
PTC
SEAS
TRN
AFG
CXE
HCA
TEO
LITB
ADX
MYI
TSQ
TCI
YCBD
QSR
CEA
CIR
CMC
KSM
THO
SCX
ZNH
IDXX
BKNG
UAA
PLYM
JHS
BBK
PAYC
JP
ZDGE
RRC
ITUB
BOE
KRO
EGY
VET
OXM
FLT
WRB
NEP
SKX
FMX
BDJ
HUBB
WU
EPD
TGS
FCF
BAH
NDSN
DX
EDD
SNR
NSL
NSP
PRH
CFG
VOYA
EBR
DRUA
PCK
NSCO
CLGX
ANSS
CIG
ARGO
M
SGU
WDR
BTE
DFIN
JHY
BRK.B
AGM
JNJ
SHLX
SFE
ELMD
CSTM
RF
OCFT
NVRO
RYI
SNDR
TER
CEL
CMRE
TGT
BTO
ACP
USNA
SFUN
FBC
CNI
JBGS
NOMD
FSI
SYN
R
BGR
SSL
ET
TM
AGI
UAL
GOED
UUU
PRK
EOG
DCF
MIC
PHT
HESM
BBDC
COST
NSC
BMA
EFF
FCAU
EMR
AXU
PXD
TGH
GWB
SRV
CDNS
CTRA
BKD
MANU
ATV
GTX
VIPS
VLO
HGV
DMF
PNW
PARR
VSTO
VSLR
DE
INFU
SWT
MAA
DXCM
WMT
BDX
KR
ACRE
ADNT
WFC
ESNT
IHC
AMS
EZT
MPX
CME
MSGE
SIM
JEF
WOW
ANF
HLX
GOOGL
NWSA
CLF
EME
HPI
DSS
FRD
AXP
NAC
PANW
ATI
MTRN
RVI
BW
GES
KMI
SMHI
NIM
GPL
IMH
FCX
BAK
EIG
EOD
KMPR
LUB
GSV
AEM
APO
BITA
DELL
AI
GDDY
NTG
IRET
WEI
GME
WNC
SCL
ALC
WBK
ETO
GHY
NDAQ
AQUA
PBF
HP
FAF
PKE
TEAF
PMO
SOJC
REZI
TPR
VMM
AVK
SUP
BSE
TOT
GDO
RESI
SCA
CZZ
MX
EQH
BIPC
CHWY
JKHY
DUK
PBC
RVT
NPV
LCI
EVBN
ONDK
SSY
CVU
REGN
NBB
SPLP
FPI
UNMA
SBAC
AZO
ELA
AOS
RFP
VGM
KMT
PEO
T
TDY
ALGN
IPV
ULTA
VFL
ELAN
TKR
TRP
ECCY
TLRD
TALO
MAV
NET
TAL
TLK
EXK
KEX
PHX
AFGD
DVN
NAN
SZC
HIL
ORCC
CNP
FRA
DTY
HUD
NCLH
NKX
SJIU
VBF
RC
EVI
UI
PLD
INSW
APH
SHAK
OSG
GTN
ECCB
NEU
FAX
KAI
HYB
AEB
MUH
MAG
FOXA
MTD
WY
BTU
PUMP
SPOT
TCRZ
ATCO
GNT
CWEN
CHRW
TTC
MCY
MRC
CUBI
DS
LAD
SAP
JLL
NHS
IVR
JRO
BAX
EW
MLM
WPP
SCCO
AAT
LYG
PZN
NINE
CVM
ENB
TGP
UGP
ATVI
AGCO
DLTR
BKU
AIC
DSSI
ASR
JRS
WAB
CIF
FFIV
AZEK
CTBB
ARA
LPI
TEX
TPVG
CMO
SWKS
BSA
DQ
GDOT
CBRE
BXMT
EFT
JEMD
BUD
AC
IPI
KL
PSF
TPC
ETRN
MFD
PLNT
JRI
IGD
APRN
WHG
AFC
EXP
VKI
AVB
TSU
HII
CINR
GMTA
QD
NNA
SEM
BH
GGZ
CP
AVAL
HL
ILMN
COF
CCR
PJT
GPM
LEA
NMFX
ADBE
CHRA
FCO
NLSN
CSPR
ELF
CHA
KW
NGVC
GPI
PHR
ORAN
TDI
DPW
XTNT
AMC
GCI
UAVS
PRU
BORR
AUMN
SWN
BBY
CEPU
KTN
TRV
DDS
HTA
SAK
MSA
GDP
RPT
KEN
PCQ
CYH
CEM
NSS
XPL
AP
MPWR
EDI
FINV
WM
BSTZ
BQH
FPH
TWN
NAVB
ACN
BGI
SHG
LMT
RES
DRI
MEI
MCHP
BHB
BYD
BY
EPAM
OGN
MCK
EHT
VRTX
AMH
GLP
PBT
HEQ
PCG
EGP
RS
WSO
ARC
BDR
MTCN
IFFT
HMG
RBA
AINC
ATTO
ABEV
ZTR
ECCX
FND
WPG
TRXC
NWL
AROC
RMD
ECL
ESI
PEI
NBW
HBB
MAR
WLKP
DKL
FTSI
ISDR
MGR
LMHA
PKG
BIOX
WHR
DLNG
GGT
AXO
EQIX
PTN
TSM
NOAH
NOG
BFY
DBL
GNL
SWX
NFH
PNM
BHV
DFS
LEE
DUKH
K
ARCH
MMI
FL
VOLT
AB
SWI
ZYME
BKR
HNGR
GIM
CVS
CALX
ORCL
MAS
HOME
CEV
DAC
EAD
CMSD
AFL
EB
MPLX
UEC
CIA
BHLB
BAM
LYB
SCS
EVT
ASH
NTEST
MFG
GHC
GBX
CWK
BCSF
MDP
NUV
IHG
UNVR
ICE
BBVA
USAS
AMBO
NFG
EGO
ABMD
JFR
GVA
WMS
WWE
DLB
GD
ABM
MOD
LODE
BBU
SACH
ATKR
KMB
ADI
KNOP
BILL
TTM
MCF
BGSF
MGP
CVX
NRG
BYM
SNAP
NFLX
GER
SLQT
MMX
BP
PFL
BXG
WK
CELG~
SPXX
EMD
IPGP
CAT
NPK
PCI
BFO
TUP
ABBV
MDLZ
AXTA
MVF
GPJA
ENV
OKE
SC
UFAB
UZB
FMO
BGY
TRC
ZTO
AAU
DMO
KSU
VRSN
CANG
PAGS
MTH
PPG
NEWR
ENZ
PYT
BEPC
ESRT
CTSH
OEC
CGC
FHN
PHG
AJX
OHI
VKQ
SJIJ
CRMD
AUG
JPS
PPR
ACV
JHI
HNI
TPVY
COLD
LIN
GS
NUE
ALG
CBX
WBS
THW
CMG
BTI
GJR
WGO
BHE
KRP
UBS
IFF
AMAT
ROK
JCO
PLAN
GGG
CLB
CRT
MZA
PE
GFF
HTFA
SHLL
MO
GLW
GNK
MUR
PB
NXQ
HKIB
PEB
PCF
JBL
KAR
ACM
DVA
AQNA
DL
RHE
INN
BBX
DIAX
BVN
CBOE
AHC
CNMD
DY
GRUB
VHI
MOH
PKI
XHR
NS
AIN
MXE
ORC
PGZ
MKL
HOLX
HRI
TRU
BOX
O
MEC
NVS
AES
NRP
DXF
KRA
AAPL
MS
DMYT
HMI
NWG
PFS
SOL
TIF
APTS
BA
RNR
TPRE
TVE
HAL
DUKB
RCA
MHE
JILL
TUFN
ACC
NUM
FRC
SCCB
CIEN
EPR
BTA
IVC
SVT
HPE
CRM
DFP
THS
SHO
CNHI
TCP
OCX
GSB
BIF
INS
BHVN
RIO
SNMP
GOF
DAN
PCN
SNE
BEST
CVNA
EMN
EVC
EXTN
HLT
ECF
CABO
BMRG
CRI
VLT
EBS
TWTR
PFO
BDXB
DTJ
INGR
SLG
SHI
EEX
CKH
HMC
BDN
OII
RMG
BBL
ETX           
FTS
MUX
AE
AAP
NJR
HRL
USX
SPCE
KIQ
NTRS
BKT
UNH
CAI
CXW
PMT
CHAP
DECK
CRK
JGH
WYY
POOL
GPRK
EVN
KB
GRF
HCXY
GATX
TY
VFC
EGF
ELC
NVST
GSL
BURL
AJG
EV
SPAQ
NMR
ASC
DRH
SOS
FANG
HST
BSX
NG
CBT
HY
PPX
PD
RPM
PYN
CCL
PRS
FR
CNK
FLO
IFS
CTR
DHX
TEVA
BTG
SPH
CRF
AMZN
AYI
RYB
KKR
WEA
ATH
HLI
KNL
EPAC
WD
GOOG
ALK
TMO
PWR
UBER
SMFG
NHF
REVG
FBM
PENN
SKM
NVO
BRFS
DCO
NX
PINE
VTOL
CMSC
GFY
STON
HFRO
OIA
NM
ATO
ATEST
IAF
TLI
CUZ
EAE
MC
IDE
SLCA
XXII
DSX
BOOT
ETG
VEL
EURN
WIW
AIR
SUN
AQN
REG
EARN
INSP
SBH
ELLO
LFC
COO
DLA
PLX
AMRC
HSY
GNW
D
FCPT
DKS
AIZ
LEG
ROG
SXC
JCI
SID
SERV
UDR
KO
CMSA
UAN
MUJ
MVT
DNB
ASIX
ASGN
CNF
FUL
IGT
JAX
SUI
KLAC
SAIC
RCB
PM
UPS
CELP
KSS
CATO
RACE
PBH
WRK
VAL
IMO
CNXM
UNF
DIS
CCEP
CFX
CMD
WLK
JHB
FEI           
WAT
CTEK
ARLO
BRMK
FLR
TDA
DBD
V
LEAF
BGX
FLS
TRNO
JE
H
SMAR
STC
HIX
AEFC
WYNN
VJET
TNP
EPM
ARI
CANF
AU
LAIX
SUZ
COR
CMCL
SACC
DNOW
PFD
RFM
NTP
PFG
ISRG
KTB
AON
HBAN
NOW
ZBH
AMOV
NAZ
ALLE
ARMK
SF
BFZ
CPAC
ADSK
ABT
DLY
USPH
GFL
SBS
IIM
ENLC
AFGC
SAIL
C
AVLR
NPN
XPO
TRT
GLO
ENIC
EDN
NMY
GFI
GRA
CHD
BRBR
X
MQY
GV
WH
WBD
NNVC
KOF
NWN
AX
CTVA
MLP
USDP
PLAG
POR
CCS
SJW
OAC
PSTG
EXPR
OOMA
FICO
USA
YPF
HUN
BEP
FLC
GIL
GGM
GPC
WCC
AMPY
OGEN
FSK
EVTC
NI
CNC
DT
CLDT
LBRT
WRI
HEI
XOM
GSX
AGX
JHAA
CUB
ELAT
CIT
FSD
BWG
JBK
DNN
FIS
CCK
DNI
DHT
MYOV
CLS
SPGI
PLT
PRA
INTU
BGT
NID
YETI
TBI
EQX
AWK
CEG
IAE
ETH
INFY
SAND          
ARDC
BIIB
BSL
VRSK
TU
ZTS
FAM
HVT
KLR
WHD
GRC
FTV
ERF
SR
CCI
DNP
SJR
WTI
WIA
CTK
GIX
AMD
MSM
MHO
MFGP
GGB
HAE
CTAS
THGA
TRTN
PYS
MYJ
TMBR
FTK
CTT           
NEN
CIM
IRM
CSU
KN
AEL
TAC
HNW
AWI
IT
AT
NXJ
DEI
SD
HIG
OCN
TCO
UVV
GMRE
NTB
NUW
CUK
STAR          
FRT
PVG
ENJ
GYC
MD
MTB
SPG
FCN
WPC
XRX
GORO
EHI
LADR
TNET
BEDU
AEP
DOW
HPS
EXPE
EGHT
NYT
L
CRL
HTY
HR
SDPI
ZION
VCV
DEO
MVO
DPZ
NTAP
DAVA
TREX
JPI
CPB
GPS
INTT
TGC
BC
ITP
SNV
AVTR
ASGI
REXR
WF
FNB
PEAK
AG
WPF
GUT
FGB
RCUS
NUO
DTW
VMC
MRK
PRLB
WTRG
FPAC
EFR
TXN
CHX
EQT
VNTR
CBH
APT
MT
EXD
COP
ADCT
QCOM
AMRX
BJ
KT
VIST
VALE
JMIA
EXC
DUC
ROL
BXP
AN
WOR
PRT
BEN
NXP
SPB           
TCRW
CHL
PACK
BRG
AIV
SA
B
PDS
TPHS
JQC
TMQ
SOJA
BCO
QUAD
EAB
SE
IEX
SJM
MYD
MYF
AVD
FMY
FEO
GPN
OR
UTL
AZZ
ATHM
CLNC
PSTL
NRUC
CUBE
MHF
CSX
TYG
TPH
EIC
MMU
FE
FVRR
LEJU
LRN
MDLQ
LEU
WBA
ELVT
EVM
STX
HOG
TFC
LHX
STN
ORN
ASM
NLOK
MLR
CCM
CTS
ES
MYE
CHTR
JPC
VPG
FDP
GCO
NVTA
IIF
CRS
BLK
FOR
OGE
BRC
BHR
TV
IAA
DBI
RM
PYPL
GBAB
BX
VEDL
WSM
SOJD
NOV
TNC
CRH
AZRE
MEN
VRT
TDG
CII
CEI
ANTM
LNG
ETN
NTN
IQV
PMF
BB
LLY
CTEST
NIO
CRHM
APG
SFTW
ODFL
STM
TDS
ORLY
KIO
CLI
DTP
FPL
GM
ISR
AGS
JOB
INVH
LOAK
STOR
MCB
NUS
PPL
CDAY
TPB
JTA
NXN
RFL
ONE
LMND
PGR
INSI
MTN
LCII
WUBA
HXL
NVG
HIO
BMI
OMC
SYF
PSN
RDY
TNK
PCPL
PZG
VNRX
SNP
OLN
TMST
PACD
CIB
HON
RSG
LC
USAC
HPR
HD
SPR
KAMN
DHI
MTZ
SCHW
FTI
BSIG
MKC
AEG
INDO
IHT
OTIS
PBY
RVLV
MFM
SQM
VAR
VTRS
UHS
ESP
BANC
ATEN
ORI
NML
PSV
VCRA
TJX
ECC           
GOLD
PW
TG
PKX
ENBL
SOJB
NYV
OIS
CIO
ONTO
BCV
MNR
SAF
BNED
BATL
DHY
ABR
LINX
BGS
BHP
IRL
LTC
FISV
WYND
USB
PCAR
CTXS
IOR
BAF
GEO
TSN
PBR
NCB
CLW
ING
PFSI
IPOB
ACB
TME
FMS
HMLP
CURO
OLP
HWM
HGLB
AGD
MDT
ZEN
SAN
LDP
BSAC
TLYS
VAPO
CS
RH
RTX
RIV
BRBS
BDC
RYCE
PLG
RLJ
KMF
ARR
KBR
GWW
TECK
CET
TOL
AVY
ICL
FDS
ASG
JKS
MYN
FIF
DOC
UHT
MHLA
RNG
GE
NHI
WBAI
KREF
LZB
SEDG
NRGX
FET
EEA
GFLU
RLH
FUN
MCD
NNI
OVV
BIG
MSFT
FIV
GGN
MGA
MSN
CRY
MMP
NRK
CNA
GMED
MCX
SFB
CHH
RQI
PHI
CNNE
CBZ
EDU
RZB
BFS
AKR
ENS
ROST
TGNA
INUV
CWH
AMK
VGR
ATR
DMS
NVGS
NIE
MUE
ELJ
SCI
UFI
HBM
EVA
ITT
EFL
EVRG
SKY
SO
DRQ
BMY
JHG
LAZ
RFI
ROYT
CTDD
AYX
EMO
SOGO
FTF
PUK
OXY
EIX
SYY
MUS
CHS
GPX
ETW
TRI
SLB
PAM
BERY
SRI
HUBS
CTLT
DIT
NAV
G
KGC
OI
EHC
CVA
HDB
LPL
KFY
FF
SEE
PIC
VICI
CUBB
NRZ
CTO
NES
BUI
HYT
XFLT
PLOW
NXR
CNS
ISD
PEG
MFA
AER
PBI
RNGR
SILV
GGO
NREF
BFK
BAC
WIT
AQNB
ETB
GJP
NWHM
JEQ
NAD
MSI
CHT
IRT
MR
HPQ
BWXT
ERJ
FEAC
GRMN
DLX
CLR
FN
SNX
ENVA
SRT
BWA
WPM
JIH
PHD
MGF
JOF
HMY
WBT
EXPD
MSGN
CCO
FB
TEL
UZA
AWR
MTA
MED
TT
NLS
AIT
LDOS
FSLY
AMT
DTQ
CW
AKAM
PRMW
BLX
BNS
GIS
CPLG
TEN
MRNA
CEN
SCPE
ZUO
LW
PML
TPL
FI
VMO
TAP
EDF
QEP
MHK
SBOW
ANVS
CCF
BFAM
REV
AOD
AXR
FBK
AGE
FRO
NGS
CPK
EXG
LGC
JOE
W
RCG
PII
VCF
EQC
TX
DOV
ALUS
LDL
PSA
CTV
MTT
NEW
DFNS
ARGD
FTNT
EAT
IBM
EIM
TD
DYFN
BSBR
BST
TEF
CMI
SRE
TDF
DK
BCX
SWM
GTS
STZ
CERN
SIG
PRO
KTF
BCEI
BSD
FFA
ALE
GSBD
RVP
ASPN
FLNG
CZR
DNK
VNE
FFG
NTIP
IR
BCS
AMN
JMP
SNN
TSE
CC
VLRS
BBAR
NXRT
VVV
AMPE
WTT
PH
ELS
VGZ
EROS
NXPI
ANH
SWCH
URG
SYK
BV
VEEV
ADSW
RMAX
SIVB
BRO
CMCM
AVGO
LSI
STT
PNR
GLT
QVCD
MUFG
HRC
TS
DCUE
AL
SJT
CAL
UE
IVH
CEE
NTR
YEXT
GIB
LYV
DGX
GRAM
AME
BRX
FT
CQP
ABB
UBP
UTF
AMCR
LGVW
CKX
RPAI
NWE
STXS
MCC
TROW
BRT
AFB
BKH
TRWH
MOS
DSU
SPN
GHL
DCI
JWS
HPP
RCP
AAMC
CCX
THG
WTW
USFD
WNS
SNA
RGR
RY
TFII
UMH
LH
TSI
HE
YRD
HES
XIN
PFGC
KHC
XYF
UZC
STE
CDR
A
DAO
TSLA
FHI
OSB
CNX
IRS
SOI
RWT
MCR
NMT
TWO
ECOM          
TDW
JDD
SWZ
VMW
IHIT
CAAP
GL
J
MOV
UL
E
MAIN
SMG
SOR
ACA
MDC
AIO
BMY~
ALSN
SI
TISI
HCFT
PK
BDL
ESTE
MFL
AVA
TTWO
VZ
DTF
NMM
TFX
GTY
AIZP
RNP
NL
NOVA
SOAC
GMS
UAMY
TKAT
SON
LMHB
ROP
ALB
BIT
GSLD
XYL
SYX
NIQ
OSK
KEP
CLM
GEN           
MFC
CBL
UN
MDU
NRT
FSLF
ACH
FLOW
CMCSA
PBFX
VOC
LTHM
ETSY
CYD
HT
WLL
IPOC
CXH
VRS
ACY
JPM
AAL
IBN
PHGE
RE
TTP
EFC
RYN
SWK
MAXR
AUY
RBC
FSB
MGU
FSKR
CE
SUM
GWRE
FNV
CLX
MQT
DSE
SRG
CAF
THR
DSM
AEF
FOX
CX
DSL
HCI
SXT
CPE
SXI
DLPH
JBT
NAT
SALT
PAR
ADS
BKE
TDE
MIXT
NGG
SCVX
SEB
PG
FITB
DAL
ABC
APTV
PDM
BKTI
FSP
KNX
SRL
VSH
SBR
TBC
LEVI
NWS
NKG
RHP
MUC
BME
CTB
NPO
TMHC
AXL
MSCI
RELX
BGH
DXR
THM
ACEL
AVYA
ADP
MFT
BABA
CEQP
LXP
IGC
NXE
CB
EVRI
OC
EVF
SIF
MTOR
LII
MA
EPRT
PARA
MUSA
EFX
OFG
MVC
PTY
NC
RYAM
LOMA
NCV
PCM
PAA
SPXC
FIT
SBSW
ARCO
PLM
XEC
CCH
WDC
PER
MMM
CADE
AR
PVH
GILD
MU
BRN
UNM
ATGE
CCXX
KDMN
MNST
ASX
PEP
EQS
BXC
F
ITRG
TEI
BTZ
DDF
MFO
PVL
MOGU
ELP
RPLA
GIK
RSF
HFC
DB
RENN
ALTG
FEN
HTH
PRSP
SSD
PFNX
NOK
CMU
BTT
IDT
MG
WTRU
TVC
ADM
SNPS
KTH
MMD
HIE
SCM
GIX~
EMX
APA
CIK
JNPR
CWT
CNQ
ZOM
GAB
HTZ
ICD
IBP
TAK
PAG
PHK
GJS
NMZ
HHC
SAFE
REX
SCU
DDT
PSB
CULP
CLNY
NBR
ENSV
HEP
EMF
AVNT
AFGB
GTT
FINS
CSV
TCS
KEYS
BOH
VNCE
MATX
JCE
OMI
AIG
PBA
CMT
ARMP
AHH
SKT
OPP
REI
VIV
IPHI
PQG
MDLA
GNE
HASI
NBHC
DESP
MGY
CPHI
HI
RCL
ASB
TARO
GHM
IID
AJXA
QVCC
AAN
LAC
MAC
VVNT
INT
TRTX
RLI
RGS
CO
MCA
UMC
ETY
DRE
CCU
BHK
QGEN
NRO
RA
PED
NMI
LB
PDT
BCE
DXC
FVAC
HTGC
CDW
VTN
WORK
MCO
WWW
TROX
LPX
TTI
CMP
PGRE
MHN
GLOB
THQ
SBNY
HUSA
GPMT
DLR
PCGU
XAN
THC
NCZ
SAH
VGI
BLE
KODK
DIN
PNF
VVI
ALLY
OGS
CCZ
NOC
NKE
NTZ
QUOT
SM
FCT
CXO
CCAC
MET
ED
EC
MWA
NR
GLU
CARR
VPV
ACI
JPT
PFE
CPS
IRR
CGA
RGA
MNP
SBBA
RL
COHN
IBO
INTC
PBB
STL
IDA
TBB
GBR
ARE
TXT
ARL
MN
CVI
RMED
ATNM
GOOS
FOUR
CL
STWD
SIX
LGI
WEC
GLOG
CIX
CM
VTR
UBA
AIM
JMM
CVR
CPRT
AMBC
JBHT
LNT
FMN
AMP
BIO
IIPR
ARNC
LRCX
CR
MYO
WSR
TPX
MITT
CPG
FTAI
GJO
UGI
SPE
PIPR
MSGS
BCC
AHT
BZM
AVNS
TKC
TSCO
MMS
RLGT
FTCH
BNY
TMP
GSK
APLE
WELL
BBD
ESS
PEN
ARES
VAC
UUUU
NPTN
TRMB
NXC
SRC
MTG
MTNB
PTR
EOI
SHW
TWLO
EAF
